track_id,track_length,first_frame_id,last_frame_id,first_frame_index,last_frame_index,frame_span,start_x,start_y,end_x,end_y,net_displacement,path_length,mean_step_distance,max_step_distance,straightness_ratio,mean_score,min_score,max_score,mean_points,min_points,max_points,passes_curation,rejection_reasons,quality_score
279,4,264,269,14,19,6,21.93506418765924,6.126684935052714,28.222285338106005,13.504670764064324,9.693493936023339,11.50767683824715,3.8358922794157166,4.294910172849614,0.842350204326719,0.5911312049631143,0.5160074288070363,0.6665533024993493,43.0,21.0,62.0,False,low_score,0.5627569411359784
181,3,258,261,8,11,4,6.817522200340306,-8.662238749435362,9.264022355789988,-19.095681164173847,10.716439876763147,10.81280040028463,5.406400200142315,6.327341907675458,0.9910882916585655,0.6341800118467807,0.5349602284960414,0.8197558202545749,55.333333333333336,23.0,115.0,False,short_track,0.5585915223681
184,3,258,262,8,12,5,25.338756916840783,-4.171031632026202,19.23483931509056,-6.0779498961921306,6.394853192620279,6.484836252082262,3.242418126041131,4.142197358494943,0.9861240814780651,0.5816850977521122,0.5334047919279663,0.6584295706328473,39.333333333333336,25.0,62.0,False,short_track;low_score;low_point_support,0.5504559253397558
114,5,255,262,5,12,8,42.42265112886001,-9.52902393231221,45.4643934432962,-8.703736685192606,3.1517130814352208,11.539091176125,2.88477279403125,3.849858067090897,0.27313356254228105,0.6998256777447218,0.589684856127087,0.7639389008478922,59.8,30.0,82.0,False,jittery_track,0.5397646680107624
230,3,261,266,11,16,6,60.69602036322824,22.952281918042207,64.76291498360132,17.08079677116787,7.142406435031924,7.239277976066136,3.619638988033068,4.238726658727673,0.9866186184099464,0.5424019367577492,0.4466002656916602,0.6112950650704815,35.666666666666664,29.0,41.0,False,short_track;low_score;low_point_support,0.5346385373357434
53,3,252,256,2,6,5,37.78592979960688,-4.35374385857959,36.60820127014109,-9.394407985448662,5.176421479074363,5.356797959008853,2.6783989795044265,3.9991093461606733,0.9663275558804416,0.5605869097505073,0.5220414794793757,0.5998284802081766,31.333333333333332,23.0,36.0,False,short_track;low_score;low_point_support,0.5323440067073416
129,3,255,259,5,9,5,29.61885809910507,-6.360176591940418,27.522455476142333,-0.5842159241519106,6.144642023210537,6.282459776964547,3.1412298884822736,4.69861438213383,0.978063090151514,0.5503275980976957,0.5155581815774757,0.597664850406286,32.666666666666664,22.0,46.0,False,short_track;low_score;low_point_support,0.5251602504764665
218,3,260,265,10,15,6,55.4287709905623,-4.849959701118866,51.31276004357221,-5.178929572492398,4.129136385736581,4.7464998279582975,2.3732499139791488,3.094881631313075,0.8699329053831917,0.5482938613001133,0.5378826674526662,0.5612525330138828,28.0,23.0,32.0,False,short_track;low_score;low_point_support,0.5168502164864437
16,4,251,257,1,7,7,7.509007201043625,8.811206723365702,2.893996621654783,19.49130959039909,11.634557142336176,11.95786929470092,3.9859564315669735,7.2525401716393905,0.9729623945205674,0.4938485402952768,0.4125459597206771,0.5608538132084087,34.5,27.0,43.0,False,low_score;low_point_support,0.5162550046895831
92,3,254,258,4,8,5,20.640786677472,6.214576574936037,18.17280992566914,6.481695658420872,2.482390350489057,5.918319585380287,2.9591597926901434,3.9073059036739157,0.419441754484022,0.6810536005518464,0.5802968622468219,0.7484356431708403,69.0,38.0,85.0,False,short_track;jittery_track,0.5044532843816992
8,5,250,257,0,7,8,42.04494435544753,17.76420633506475,32.247804435978495,14.001306263746748,10.494921035833414,16.82119428987852,4.20529857246963,4.902177064786444,0.623910577036038,0.498861714964595,0.4083926173999541,0.561924771648902,28.2,24.0,32.0,False,low_score;low_point_support,0.5043917594099544
201,4,259,265,9,15,7,33.05645637284975,-9.789694100427717,29.48485085245752,-7.93294176982148,4.025406216831782,7.686170189089727,2.5620567296965757,3.4004712750997546,0.5237206720384253,0.5664995711026791,0.5179169900761901,0.6218772035549822,35.5,21.0,50.0,False,low_score;low_point_support,0.49405361243508406
250,5,262,268,12,18,7,21.294833452505976,-2.7364202398729507,22.61182680693708,-0.011369305847232,3.026610990637901,10.949784643566595,2.7374461608916487,4.519776719735776,0.27640826638687793,0.5971482780830065,0.4065059537409554,0.7573381299988318,49.4,24.0,88.0,False,low_score;jittery_track,0.4925096090395253
170,3,257,260,7,10,4,23.159726183401173,14.091246395785213,19.4293294970782,9.204986565987316,6.147470582412411,6.560066582022685,3.2800332910113426,4.200299825714859,0.9371049067183314,0.47464939153157903,0.3980079173333716,0.5162862188713481,21.0,20.0,22.0,False,short_track;low_score;low_point_support,0.4887224385479825
274,3,264,269,14,19,6,27.21159536291585,-3.7521366814834254,27.831974454973366,-0.816430358644541,3.0005402566568424,3.9787552824969863,1.9893776412484931,3.261979460899682,0.7541404393119057,0.5244119241782995,0.5123764231038278,0.5395555408647358,24.333333333333332,20.0,30.0,False,short_track;low_score;low_point_support,0.48074362723301156
112,3,255,259,5,9,5,24.521403321198733,-15.205843728226077,23.52621888875809,-17.358058327586704,2.3711642153746393,3.339702461753657,1.6698512308768285,2.8195421423101754,0.7099926542945851,0.5281456550683884,0.5170150494608116,0.5442460306077871,24.333333333333332,22.0,27.0,False,short_track;low_score;low_point_support,0.4783779694344385
111,3,255,259,5,9,5,4.906641357202455,28.84717271157373,2.4346256543705183,26.102737165867243,3.6936145033807923,5.788424360952305,2.8942121804761527,4.380570741165618,0.6381036138775981,0.5668783762135629,0.520951079797333,0.594429366768399,35.0,23.0,42.0,False,short_track;low_score;low_point_support,0.46839270637386393
82,3,254,256,4,6,3,29.24404803286397,-6.24128916738764,26.2618864751502,-8.498712881572143,3.74022049907066,5.428756731624556,2.714378365812278,3.4290409197408014,0.6889644690251939,0.42391448481698707,0.3944334917309351,0.4503040431449253,30.666666666666668,21.0,39.0,False,short_track;low_score;low_point_support,0.4489402495442716
167,3,257,261,7,11,5,64.5933514981875,-12.423212250822775,63.41927808435082,-11.939292603078416,1.2698923602223702,4.940121495105173,2.4700607475525866,2.8419352119918035,0.25705690871785625,0.6022208978288576,0.5266193580675634,0.6640935919159296,38.333333333333336,22.0,48.0,False,short_track;low_point_support;jittery_track,0.42469638430485634
29,3,251,254,1,4,4,25.08169922086427,-2.9190532361609027,23.91191293937185,-2.6696769852944766,1.1960720960143079,7.7393331718366225,3.8696665859183113,4.258837692632608,0.1545445931138881,0.6059392643602123,0.5381989199625132,0.6951941844656452,45.666666666666664,26.0,76.0,False,short_track;jittery_track,0.3971900095866691
